MMSI,DepartureTime,LATd,LONd,ArrivalTime,LATa,LONa,AVGSPDkmph,DistanceKm,VesselType,Length,Width,Draft
210248000,2018-10-16 13:17:00,54.38697,18.71823,2018-10-19 4:07:00,59.88167,30.19783,17.85,1121.63,70.00,141.00,20.00,7.30
211135000,2018-07-29 12:15:00,54.36594,10.14347,2018-08-01 4:16:00,59.88389,30.18061,22.86,1463.82,80.00,177.00,28.00,11.00
209759000,2017-11-22 12:37:00,59.42403,27.73996,2017-12-13 23:16:00,59.88297,30.16521,7.05,3629.22,80.00,228.00,44.00,14.80
211204290,2018-05-22 8:08:00,61.30142,17.1197,2018-05-24 15:37:00,59.89114,30.2142,15.41,855.16,70.00,80.00,12.00,4.20
210974000,2017-11-23 10:33:00,53.88001,10.69055,2017-11-28 7:24:00,59.87159,30.21388,12.36,1444.93,70.00,89.00,15.00,5.10
210974000,2018-06-04 9:25:00,60.4819,26.97503,2018-06-05 6:26:00,59.8716,30.21382,10.11,212.52,70.00,89.00,15.00,5.10
210974000,2018-07-26 20:48:00,60.48292,26.97431,2018-07-27 10:12:00,59.87154,30.21394,16.05,215.09,70.00,89.00,15.00,5.10
210925000,2018-07-28 23:15:00,54.3664,10.14029,2018-07-31 3:35:00,59.88259,30.1904,27.87,1458.62,70.00,169.00,27.00,9.00
210925000,2018-07-13 6:39:00,54.36578,10.14165,2018-07-15 14:56:00,59.88699,30.20075,25.95,1460.6,70.00,169.00,27.00,9.00
210925000,2018-08-12 20:46:00,54.36587,10.14103,2018-08-15 14:23:00,59.88701,30.20057,22.43,1471.96,70.00,169.00,27.00,9.00
210925000,2018-06-21 8:56:00,54.36574,10.1419,2018-06-23 14:46:00,59.88096,30.1994,27.37,1473.68,70.00,169.00,27.00,9.00
210925000,2018-01-10 4:43:00,54.36591,10.14076,2018-01-12 6:27:00,59.8789,30.20268,29.38,1461.23,70.00,169.00,27.00,9.00
210925000,2017-12-24 14:16:00,54.36579,10.14159,2017-12-27 3:39:00,59.87891,30.20266,24.01,1474,70.00,169.00,27.00,9.00
210925000,2017-12-12 3:23:00,54.36588,10.14103,2017-12-14 3:45:00,59.88227,30.19693,30.18,1459.64,70.00,169.00,27.00,9.00
210925000,2017-11-28 1:49:00,54.36629,10.14115,2017-11-30 15:16:00,59.88088,30.1996,24.03,1476.58,70.00,169.00,27.00,9.00
210925000,2017-11-14 2:26:00,54.36586,10.14119,2017-11-16 3:56:00,59.87892,30.20276,29.5,1460.64,70.00,169.00,27.00,9.00
210925000,2018-08-21 5:10:00,54.36579,10.1429,2018-08-30 4:35:00,59.88246,30.19324,6.88,1482.51,70.00,169.00,27.00,9.00
210925000,2018-09-24 11:51:00,54.36604,10.13987,2018-09-28 7:33:00,59.88096,30.19939,17.35,1591.35,70.00,169.00,27.00,9.00
210605000,2017-12-07 2:43:00,54.36527,10.14392,2017-12-09 15:44:00,59.8861,30.20162,23.94,1460.83,70.00,132.00,18.00,7.30
210605000,2018-10-10 20:07:00,54.36628,10.1407,2018-10-18 7:21:00,59.88678,30.20057,8.25,1477.93,70.00,132.00,18.00,7.30
210605000,2018-05-19 21:36:00,54.36555,10.14195,2018-05-22 15:12:00,59.88615,30.20175,23.54,1544.08,70.00,132.00,18.00,7.30
210605000,2018-06-13 8:25:00,54.36562,10.14143,2018-06-15 14:56:00,59.86947,30.2123,26.83,1462.86,70.00,132.00,18.00,7.30
210605000,2018-07-28 10:56:00,54.36527,10.14393,2018-07-31 6:05:00,59.88603,30.20155,21.85,1467.86,70.00,132.00,18.00,7.30
210605000,2018-08-08 14:04:00,54.36548,10.14225,2018-08-11 4:10:00,59.88686,30.2005,23.52,1460.82,70.00,132.00,18.00,7.30
210605000,2018-08-19 10:07:00,54.36537,10.14347,2018-08-22 2:32:00,59.8869,30.20037,22.77,1466.468,70.00,132.00,18.00,7.30
210605000,2018-08-25 20:46:00,54.36633,10.14032,2018-09-13 15:24:00,59.88457,30.2044,10.58,4772.07,70.00,132.00,18.00,7.30
205723000,2018-08-07 10:34:00,54.36616,10.14253,2018-08-08 3:45:00,55.61821,13.00096,17.94,308.39,70.00,89.00,14.00,6.00
205723000,2018-08-08 14:08:00,55.61822,13.00097,2018-08-09 19:30:00,54.52591,18.61199,18.04,529.76,70.00,89.00,14.00,6.00
209010000,2017-12-17 7:36:00,54.366,10.14037,2017-12-19 22:04:00,55.71295,21.11993,12.2,762.5,70.00,89.00,13.00,5.70
205723000,2018-09-14 17:15:00,54.70045,20.4662,2018-09-16 10:21:00,54.36633,10.13997,17.39,714.75,70.00,89.00,14.00,6.00
205723000,2018-08-10 19:44:00,54.54444,18.50756,2018-08-11 23:06:00,57.0061,24.11396,22.13,605.82,70.00,89.00,14.00,6.00
209010000,2017-11-15 5:37:00,54.36559,10.14271,2017-11-17 9:19:00,57.04888,24.02704,20,1034.26,70.00,89.00,13.00,5.70
209010000,2017-11-18 10:38:00,57.04895,24.02686,2017-11-20 15:27:00,54.36555,10.14091,19.55,1032.8,70.00,89.00,13.00,5.70
209010000,2017-12-23 11:07:00,55.66838,21.14651,2017-12-25 0:41:00,57.11715,23.87214,11.35,426.46,70.00,89.00,13.00,5.70
209010000,2018-06-08 14:37:00,56.65801,12.85791,2018-06-10 12:38:00,57.049,24.02693,21.46,987.55,70.00,89.00,13.00,5.70
209010000,2018-08-05 7:43:00,54.36582,10.14135,2018-08-05 23:44:00,55.8552,9.87366,15.19,243.36,70.00,89.00,13.00,5.70
209010000,2018-08-07 14:09:00,55.85517,9.8732,2018-08-08 5:38:00,55.67904,12.64221,16.72,258.95,70.00,89.00,13.00,5.70
209010000,2018-08-13 15:20:00,55.85884,12.83027,2018-08-15 11:16:00,57.0069,24.1166,20.49,900.2,70.00,89.00,13.00,5.70
209010000,2018-08-17 16:15:00,57.04897,24.02689,2018-08-19 21:14:00,54.36612,10.14108,19.38,1027.14,70.00,89.00,13.00,5.70
209010000,2018-10-16 22:37:00,55.69545,21.13255,2018-10-19 3:55:00,59.90378,30.22588,17.43,928.87,70.00,89.00,13.00,5.70
209030000,2017-11-04 19:10:00,55.71672,21.11288,2017-11-06 8:33:00,55.5097,12.67807,15.19,567.67,70.00,106.00,15.00,5.30
209030000,2017-11-09 11:02:00,55.68562,12.63012,2017-11-11 15:54:00,57.32875,23.23025,15.44,816.18,70.00,106.00,15.00,5.30
209030000,2017-11-13 14:23:00,57.33548,23.13082,2017-11-14 14:07:00,59.35363,18.11112,17.75,421.34,70.00,106.00,15.00,5.30
209030000,2017-11-15 10:02:00,59.35365,18.1111,2017-11-16 11:36:00,57.75528,24.35298,17.95,459.03,70.00,106.00,15.00,5.30
209030000,2017-11-17 7:12:00,57.7553,24.353,2017-11-18 12:11:00,59.35365,18.11108,15.9,460.83,70.00,106.00,15.00,5.30
209030000,2017-11-19 12:36:00,59.35365,18.11108,2017-11-19 22:46:00,60.17018,18.48198,16.23,165.03,70.00,106.00,15.00,5.30
209030000,2017-11-21 21:09:00,60.16925,18.48697,2017-11-22 11:54:00,59.35332,18.11112,12.14,179.03,70.00,106.00,15.00,5.30
209030000,2017-11-23 10:33:00,59.3533,18.11113,2017-11-25 4:42:00,59.88103,30.23201,17.67,744.95,70.00,106.00,15.00,5.30
209030000,2017-11-27 7:38:00,59.88103,30.23195,2017-11-29 10:49:00,59.3615,17.82185,16.67,853.49,70.00,106.00,15.00,5.30
209030000,2017-11-30 12:02:00,59.36167,17.82167,2017-12-01 17:56:00,58.38182,24.47773,18.02,538.97,70.00,106.00,15.00,5.30
209030000,2017-12-02 7:41:00,58.3818,24.47775,2017-12-05 0:26:00,54.36577,10.14127,16.12,1043.8,70.00,106.00,15.00,5.30
209030000,2017-12-13 5:45:00,59.17505,17.66375,2017-12-14 10:33:00,56.53207,20.99622,13.31,383.2,70.00,106.00,15.00,5.30
209030000,2017-12-19 15:49:00,59.35363,18.11098,2017-12-20 16:38:00,58.38357,24.47862,19.73,489.6,70.00,106.00,15.00,5.30
209030000,2017-12-21 16:08:00,58.38367,24.47863,2017-12-24 5:03:00,54.36612,10.14113,17.06,1039.47,70.00,106.00,15.00,5.30
209030000,2017-12-31 11:10:00,54.36575,10.13978,2018-01-03 5:35:00,60.14702,18.82798,15.64,1039.38,70.00,106.00,15.00,5.30
209030000,2018-01-05 15:25:00,59.35328,18.11115,2018-01-06 15:45:00,57.7553,24.35302,18.82,458.04,70.00,106.00,15.00,5.30
209030000,2018-01-09 2:08:00,57.75527,24.35307,2018-01-17 8:03:00,57.7553,24.35302,10.51,2081.04,70.00,106.00,15.00,5.30
209030000,2018-05-19 22:11:00,60.9381,17.15312,2018-05-21 8:35:00,55.66118,21.15008,20.35,700.05,70.00,106.00,15.00,5.30
209030000,2018-05-27 8:16:00,54.36625,10.14017,2018-05-29 7:29:00,58.61965,17.78318,16.66,786.94,70.00,106.00,15.00,5.30
209030000,2018-06-03 21:16:00,60.70683,28.73468,2018-06-04 14:34:00,59.57375,24.83025,15.92,275.53,70.00,106.00,15.00,5.30
209030000,2018-06-04 17:44:00,59.57357,24.82995,2018-06-06 22:56:00,55.85982,12.83513,18.65,992.5,70.00,106.00,15.00,5.30
209030000,2018-06-08 15:57:00,55.85887,12.83042,2018-06-10 16:32:00,57.73442,24.25508,18.03,875.87,70.00,106.00,15.00,5.30
209030000,2018-06-14 22:55:00,57.75527,24.35305,2018-06-16 22:41:00,54.37493,10.17288,21.1,1008.1,70.00,106.00,15.00,5.30
209030000,2018-06-24 16:03:00,54.36572,10.13995,2018-06-26 10:53:00,59.17453,17.66408,19.92,853.3,70.00,106.00,15.00,5.30
209030000,2018-06-28 1:57:00,59.17455,17.66408,2018-06-29 4:42:00,56.96382,24.09125,18.48,494.33,70.00,106.00,15.00,5.30
209030000,2018-06-30 11:42:00,57.02283,24.11977,2018-07-02 13:54:00,55.96092,11.84065,19.42,975.08,70.00,106.00,15.00,5.30
209030000,2018-07-18 20:35:00,54.36555,10.14277,2018-07-21 4:44:00,58.38182,24.47772,18.52,1040.3,70.00,106.00,15.00,5.30
305366000,2018-01-11 6:21:00,57.4066,21.53463,2018-01-11 6:36:00,57.4066,21.53463,28.65,723.43028,80.00,143.00,22.00,8.70
305366000,2018-01-11 23:48:00,57.4066,21.53437,2018-02-12 0:42:00,54.16002,12.14124,2.73,2030.43443,80.00,143.00,22.00,8.70
305366000,2018-07-17 18:08:00,54.16003,12.1413,2018-07-18 16:28:00,57.59724,11.69437,21.09,465.67234,80.00,143.00,22.00,8.70
305366000,2018-07-18 22:46:00,57.59602,11.69184,2018-07-23 16:28:00,54.16005,12.14124,5.49,622.78374,80.00,143.00,22.00,8.70
305366000,2018-10-30 18:57:00,59.42259,27.72447,2018-11-16 2:01:00,54.16008,12.14128,6.03,2356.37863,80.00,143.00,22.00,8.70
305366000,2018-10-08 10:39:00,54.16004,12.14126,2018-10-30 5:49:00,59.42253,27.72443,4.51,2358.31043,80.00,143.00,22.00,8.70
305437000,2018-01-01 21:07:00,59.42248,27.72453,2018-01-03 3:28:00,60.76312,20.91248,22.84,687.59781,80.00,169.00,28.00,11.60
305437000,2017-12-27 10:52:00,57.79016,10.38046,2017-12-31 10:09:00,59.42248,27.72444,19.23,1827.53599,80.00,169.00,28.00,11.60
305460000,2018-09-27 8:21:00,58.08862,11.81652,2018-09-28 7:08:00,54.23452,11.95024,23.33,525.74832,80.00,180.00,30.00,10.90
305465000,2018-08-01 17:15:00,54.36577,10.14325,2018-08-05 2:50:00,59.88102,30.23198,17.99,1463.92768,70.00,88.00,14.00,5.10
305465000,2018-11-21 3:22:00,59.50143,16.02154,2018-12-04 13:38:00,59.25892,10.49129,5.55,1786.78169,70.00,88.00,14.00,5.10
305465000,2018-11-15 23:35:00,59.18463,10.95264,2018-11-20 13:13:00,59.50145,16.02157,11.32,1238.10286,70.00,88.00,14.00,5.10
305465000,2018-09-03 5:48:00,54.70446,20.45957,2018-10-03 1:27:00,59.2584,10.49195,3.45,2467.03905,70.00,88.00,14.00,5.10
305465000,2018-09-01 4:47:00,54.15381,12.11005,2018-09-02 15:18:00,54.70438,20.45885,17.15,587.82475,70.00,88.00,14.00,5.10
305465000,2018-08-30 22:55:00,54.36607,10.1433,2018-08-31 8:06:00,54.1538,12.11007,17.25,154.108,70.00,88.00,14.00,5.10
305465000,2018-08-12 21:16:00,59.18273,10.95398,2018-08-30 22:26:00,54.36605,10.14333,1.32,574.59328,70.00,88.00,14.00,5.10
305465000,2018-08-11 20:55:00,59.18272,10.95395,2018-08-12 16:04:00,56.66035,12.85522,19.07,360.40695,70.00,88.00,14.00,5.10
305465000,2018-08-08 6:59:00,59.88394,30.20597,2018-08-11 11:22:00,56.66032,12.85517,18.78,1430.0046,70.00,88.00,14.00,5.10
305465000,2018-08-01 17:15:00,54.36577,10.14325,2018-08-05 2:50:00,59.88102,30.23198,18.08,1470.26565,70.00,88.00,14.00,5.10
305465000,2018-02-07 19:16:00,59.88326,30.20724,2018-03-01 5:14:00,59.25845,10.49198,3.44,1765.25012,70.00,88.00,14.00,5.10
305465000,2017-12-30 1:08:00,54.70409,20.45675,2018-01-02 18:51:00,54.36645,10.14099,10.27,918.53399,70.00,88.00,14.00,5.10
305477000,2018-09-18 22:04:00,54.36549,10.14095,2018-09-19 8:36:00,55.22639,11.75479,14.36,147.6772,70.00,90.00,13.00,5.00
305477000,2018-09-05 3:00:00,54.15392,12.11003,2018-09-10 4:40:00,54.36606,10.14157,5.61,681.29402,70.00,90.00,13.00,5.00
305477000,2018-09-04 1:22:00,54.3658,10.14297,2018-09-04 11:34:00,54.1539,12.11001,15.2,151.27129,70.00,90.00,13.00,5.00
305477000,2018-08-17 1:22:00,55.22593,11.75451,2018-08-21 1:53:00,54.36576,10.14348,7.38,710.72024,70.00,90.00,13.00,5.00
305477000,2018-08-16 0:07:00,54.3661,10.14307,2018-08-16 11:31:00,55.22646,11.75492,13.4,149.44806,70.00,90.00,13.00,5.00
305477000,2018-07-27 1:24:00,56.66012,12.8552,2018-07-27 23:33:00,59.25841,10.49204,15.51,339.67804,70.00,90.00,13.00,5.00
305477000,2018-07-13 0:33:00,55.22648,11.75502,2018-07-14 4:52:00,59.25845,10.49198,18.33,514.37135,70.00,90.00,13.00,5.00
305477000,2017-12-27 0:25:00,55.22646,11.75488,2018-01-27 14:04:00,59.25845,10.49195,2.91,2207.30044,70.00,90.00,13.00,5.00
305482000,2018-11-12 20:59:00,54.30603,13.1118,2018-11-09 0:03:00,59.88487,30.2042,14.04,1308.7513,70.00,89.00,14.00,5.10
305482000,2018-01-13 18:49:00,59.90302,30.2248,2018-01-17 12:20:00,54.36579,10.14332,16.41,1465.02444,70.00,89.00,14.00,5.10
305482000,2018-07-24 2:32:00,59.25844,10.49187,2018-07-26 20:10:00,57.39737,21.5804,16.99,1110.86386,70.00,89.00,14.00,5.10
305482000,2018-12-02 1:18:00,59.25841,10.49192,2018-12-04 20:22:00,57.3969,21.58049,16.41,1096.52398,70.00,89.00,14.00,5.10
305482000,2018-11-28 18:00:00,55.22621,11.75455,2018-11-29 23:59:00,59.25838,10.49189,17.3,514.32315,70.00,89.00,14.00,5.10
305482000,2018-11-27 3:16:00,56.15668,14.72825,2018-11-28 9:57:00,55.22605,11.75455,14.61,444.88435,70.00,89.00,14.00,5.10
305482000,2018-11-25 23:41:00,55.22651,11.75485,2018-11-26 19:54:00,56.15664,14.72837,16.88,336.99882,70.00,89.00,14.00,5.10
305482000,2018-11-20 3:46:00,59.41435,10.49415,2018-11-25 6:56:00,55.22641,11.75478,5.9,724.94847,70.00,89.00,14.00,5.10
305482000,2018-11-18 21:38:00,55.61799,13.0019,2018-11-20 3:31:00,59.41436,10.49413,15.42,456.8032,70.00,89.00,14.00,5.10
305482000,2018-11-13 18:15:00,59.88489,30.20423,2018-11-17 4:31:00,55.61798,13.00189,15.95,1308.9377,70.00,89.00,14.00,5.10
305482000,2018-11-08 23:48:00,54.30603,13.1118,2018-11-12 11:26:00,60.00894,29.34899,15.08,1257.37231,70.00,89.00,14.00,5.10
305482000,2018-11-06 0:25:00,56.15665,14.72835,2018-11-02 16:18:00,56.11466,14.86062,5.36,431.09474,70.00,89.00,14.00,5.10
305482000,2018-09-11 19:24:00,54.36559,10.14086,2018-09-11 19:39:00,54.36559,10.14086,3.37,1349.08934,70.00,89.00,14.00,5.10
305482000,2018-08-23 23:54:00,55.45497,12.19777,2018-08-25 3:19:00,59.25841,10.4919,17.54,476.5567,70.00,89.00,14.00,5.10
305482000,2018-07-30 7:15:00,57.39732,21.58043,2018-08-07 6:14:00,54.36526,10.14327,5.56,1061.30811,70.00,89.00,14.00,5.10
305521000,2017-12-26 8:19:00,56.03096,14.57652,2017-12-30 4:09:00,54.6889,20.20431,4.79,438.42819,70.00,88.00,12.00,4.30
305521000,2018-01-04 22:22:00,55.04206,9.42537,2018-01-05 20:38:00,53.89145,14.254,18.55,408.46945,70.00,88.00,12.00,4.30
305521000,2018-01-01 4:43:00,54.68834,20.21592,2018-01-03 7:11:00,55.042,9.42518,14.98,752.08952,70.00,88.00,12.00,4.30
305521000,2017-12-23 8:32:00,54.36519,10.14291,2017-12-24 10:41:00,55.97422,14.60932,15.78,408.68477,70.00,88.00,12.00,4.30
305655000,2018-07-17 11:32:00,57.92302,10.37931,2018-07-18 23:17:00,58.08645,11.8041,8.09,287.24584,80.00,174.00,31.00,10.80
305685000,2017-12-18 3:35:00,58.22027,10.38662,2017-12-18 8:48:00,57.65775,10.62932,27.62,137.16368,80.00,180.00,31.00,10.90
305689000,2017-12-16 21:32:00,53.56048,14.59222,2017-12-17 21:49:00,54.36568,10.14413,16.58,398.47438,70.00,82.00,13.00,5.80
305689000,2018-01-27 1:38:00,55.22643,11.75487,2018-01-28 21:24:00,55.6461,21.16023,18.2,791.91936,70.00,82.00,13.00,5.80
305689000,2018-01-29 3:52:00,55.64608,21.16022,2018-01-30 5:47:00,57.02427,24.08448,18.95,486.44765,70.00,82.00,13.00,5.80
305689000,2018-01-30 23:40:00,57.02425,24.08438,2018-02-01 15:35:00,61.24873,21.48905,17.64,699.78703,70.00,82.00,13.00,5.80
305689000,2018-02-02 0:34:00,61.24875,21.48907,2018-02-03 8:28:00,65.54472,22.286,18.08,572.23484,70.00,82.00,13.00,5.80
305689000,2018-02-03 20:12:00,65.54472,22.286,2018-02-07 21:54:00,54.36598,10.142,17.15,1671.22533,70.00,82.00,13.00,5.80
305689000,2018-02-12 21:27:00,54.3661,10.14278,2018-02-14 14:56:00,54.69007,20.19752,16.9,696.97859,70.00,82.00,13.00,5.80
305689000,2018-02-17 4:33:00,54.69122,20.20063,2018-02-19 18:31:00,63.08452,21.55683,18.4,1135.35439,70.00,82.00,13.00,5.80
305689000,2018-02-23 1:58:00,63.08448,21.55682,2018-02-23 18:16:00,64.65947,24.41072,19.34,310.46735,70.00,82.00,13.00,5.80
305689000,2018-02-24 8:48:00,64.65945,24.41075,2018-02-26 18:09:00,56.52258,20.99048,18.6,1061.8372,70.00,82.00,13.00,5.80
305689000,2018-07-05 9:46:00,54.36587,10.14293,2018-07-06 20:00:00,54.38792,18.66558,19.24,653.86075,70.00,82.00,13.00,5.80
305689000,2018-07-07 23:15:00,54.38792,18.66557,2018-07-10 11:37:00,63.08422,21.55775,17.98,1080.77767,70.00,82.00,13.00,5.80
305689000,2018-07-16 3:00:00,63.8432,23.02353,2018-07-25 7:23:00,53.90235,11.46157,11.56,2544.08816,70.00,82.00,13.00,5.80
305689000,2018-07-25 19:20:00,53.90235,11.4615,2018-07-29 4:16:00,64.22188,23.71423,19.06,1537.84591,70.00,82.00,13.00,5.80
305689000,2018-07-30 21:42:00,65.5444,22.28612,2018-08-02 15:47:00,59.42203,27.74017,18.16,1195.71727,70.00,82.00,13.00,5.80
305689000,2018-08-06 2:25:00,60.21292,25.19948,2018-08-09 3:37:00,54.36578,10.1434,16.51,1204.08307,70.00,82.00,13.00,5.80
305689000,2018-09-24 21:13:00,59.41437,10.4942,2018-09-30 6:55:00,60.79378,21.33762,11.6,1501.58634,70.00,82.00,13.00,5.80
305689000,2018-10-01 19:21:00,60.69035,20.97473,2018-10-03 0:27:00,60.21667,25.1886,18.82,543.05043,70.00,82.00,13.00,5.80
305689000,2018-10-04 22:06:00,60.21652,25.18828,2018-10-06 9:58:00,55.64835,21.15735,18.5,658.80526,70.00,82.00,13.00,5.80
305689000,2018-10-06 18:37:00,55.64835,21.15732,2018-10-07 6:08:00,54.64222,19.80715,16.44,185.20015,70.00,82.00,13.00,5.80
305689000,2018-10-11 8:52:00,54.69043,20.19772,2018-10-13 15:23:00,62.36497,21.21535,17.84,968.17555,70.00,82.00,13.00,5.80
305689000,2018-10-14 8:24:00,62.36497,21.21533,2018-10-16 1:57:00,59.52642,26.54568,17.16,708.64467,70.00,82.00,13.00,5.80
305689000,2018-10-16 6:08:00,59.52643,26.54568,2018-10-19 0:53:00,63.08452,21.55695,9.08,603.59625,70.00,82.00,13.00,5.80
305689000,2018-10-19 18:41:00,63.08448,21.55698,2018-10-20 7:26:00,61.6319,21.38418,18.87,235.9,70.00,82.00,13.00,5.80
305689000,2018-10-29 6:51:00,54.15282,12.12185,2018-11-01 15:51:00,64.22325,23.71115,18.24,1473.13,70.00,82.00,13.00,5.80
305689000,2018-11-02 17:19:00,64.22342,23.71072,2018-11-03 13:13:00,65.46393,22.49977,14.73,289.45,70.00,82.00,13.00,5.80
305689000,2018-11-09 4:17:00,65.54707,22.2546,2018-11-10 16:13:00,61.21037,17.16452,16,571.28,70.00,82.00,13.00,5.80
305689000,2018-11-11 12:15:00,61.21033,17.16455,2018-11-12 18:22:00,60.01435,23.93005,18.55,554.03,70.00,82.00,13.00,5.80
305689000,2018-11-13 4:18:00,60.01427,23.93002,2018-11-13 16:36:00,59.52587,26.54515,16,192.79,70.00,82.00,13.00,5.80
305689000,2018-11-15 5:37:00,59.52585,26.54508,2018-11-17 14:53:00,62.35192,21.21457,12.98,740.03,70.00,82.00,13.00,5.80
305691000,2018-09-03 17:07:00,58.08638,11.80408,2018-09-08 7:08:00,57.9231,11.35332,5.71,157.54119,80.00,180.00,31.00,10.90
305723000,2018-09-21 21:04:00,54.36616,10.14253,2018-09-22 14:30:00,55.61821,13.00096,17.94,308.39,70.00,89.00,15.00,6.50
305723000,2018-09-23 0:38:00,55.61822,13.00097,2018-09-24 6:15:00,54.52591,18.61199,18.04,529.76,70.00,89.00,15.00,6.50
305723000,2018-10-30 3:45:00,54.70045,20.4662,2018-10-31 21:06:00,54.36633,10.13997,17.39,714.75,70.00,89.00,15.00,6.50
305723000,2018-09-25 6:14:00,54.54444,18.50756,2018-09-26 9:51:00,57.0061,24.11396,22.13,605.82,70.00,89.00,15.00,6.50
309010000,2018-01-31 18:06:00,54.366,10.14037,2018-02-03 8:49:00,55.71295,21.11993,12.2,762.5,70.00,89.00,14.00,6.20
309010000,2017-12-30 16:07:00,54.36559,10.14271,2018-01-01 20:04:00,57.04888,24.02704,20,1034.26,70.00,89.00,14.00,6.20
309010000,2018-01-02 21:08:00,57.04895,24.02686,2018-01-05 2:12:00,54.36555,10.14091,19.55,1032.8,70.00,89.00,14.00,6.20
309010000,2018-02-06 21:37:00,55.66838,21.14651,2018-02-08 11:26:00,57.11715,23.87214,11.35,426.46,70.00,89.00,14.00,6.20
309010000,2018-07-24 1:07:00,56.65801,12.85791,2018-07-25 23:23:00,57.049,24.02693,21.46,987.55,70.00,89.00,14.00,6.20
309010000,2018-09-19 18:13:00,54.36582,10.14135,2018-09-20 10:29:00,55.8552,9.87366,15.19,243.36,70.00,89.00,14.00,6.20
309010000,2018-09-22 0:39:00,55.85517,9.8732,2018-09-22 16:23:00,55.67904,12.64221,16.72,258.95,70.00,89.00,14.00,6.20
309010000,2018-09-28 1:50:00,55.85884,12.83027,2018-09-29 22:01:00,57.0069,24.1166,20.49,900.2,70.00,89.00,14.00,6.20
309010000,2018-10-02 2:45:00,57.04897,24.02689,2018-10-04 7:59:00,54.36612,10.14108,19.38,1027.14,70.00,89.00,14.00,6.20
309010000,2018-12-01 9:07:00,55.69545,21.13255,2018-12-03 14:40:00,59.90378,30.22588,17.43,928.87,70.00,89.00,14.00,6.20
309014000,2017-12-20 22:21:00,56.41863,10.93014,2017-12-21 17:51:00,54.08584,11.41659,14.73,283.58104,70.00,88.00,12.00,5.50
309014000,2017-12-25 3:20:00,53.9025,11.45984,2017-12-25 18:51:00,55.63721,13.0143,15.83,241.75689,70.00,88.00,12.00,5.50
309014000,2017-12-30 1:21:00,55.85461,12.83106,2017-12-30 21:41:00,54.36582,10.14108,15.72,315.81245,70.00,88.00,12.00,5.50
309014000,2018-01-03 14:59:00,54.36579,10.14306,2018-01-04 10:20:00,56.14472,10.22127,12.87,245.9428,70.00,88.00,12.00,5.50
309014000,2018-01-06 7:52:00,55.41831,10.37909,2018-01-07 3:26:00,54.1574,12.12205,12.35,238.6092,70.00,88.00,12.00,5.50
309014000,2018-01-10 4:47:00,54.15161,12.12258,2018-01-10 19:40:00,55.04234,9.42397,14.48,211.94838,70.00,88.00,12.00,5.50
309014000,2018-01-13 1:19:00,55.04231,9.42399,2018-01-13 21:02:00,56.88944,12.47966,16,311.60661,70.00,88.00,12.00,5.50
309014000,2018-01-14 4:53:00,56.88936,12.47944,2018-01-14 18:31:00,55.47421,10.5381,15.19,203.30808,70.00,88.00,12.00,5.50
309014000,2018-01-15 3:13:00,55.47419,10.5381,2018-01-15 17:51:00,55.85405,12.83217,14.12,203.14473,70.00,88.00,12.00,5.50
309014000,2018-01-16 3:15:00,55.85404,12.8322,2018-01-16 21:59:00,54.36555,10.14106,17.02,314.74169,70.00,88.00,12.00,5.50
309014000,2018-01-21 3:17:00,54.36609,10.14308,2018-01-21 20:13:00,56.14461,10.22116,15.35,256.11965,70.00,88.00,12.00,5.50
309014000,2018-01-22 4:07:00,56.14463,10.2212,2018-01-22 21:06:00,54.15046,12.12325,17.26,288.89788,70.00,88.00,12.00,5.50
309014000,2018-01-23 23:24:00,54.15044,12.12324,2018-01-24 18:18:00,55.49045,9.4862,12.98,242.14385,70.00,88.00,12.00,5.50
309014000,2018-01-29 3:37:00,56.24912,10.35129,2018-01-29 16:41:00,55.85404,12.8321,14.88,190.67232,70.00,88.00,12.00,5.50
309014000,2018-01-29 23:53:00,55.85404,12.83211,2018-02-02 17:52:00,54.36553,10.14302,3.72,333.91089,70.00,88.00,12.00,5.50
309014000,2018-02-02 18:07:00,54.36554,10.143,2018-02-03 12:11:00,55.67797,12.64013,16.46,293.34156,70.00,88.00,12.00,5.50
309014000,2018-02-05 1:37:00,55.42812,10.39957,2018-02-05 18:30:00,57.44138,10.55212,14.8,246.14016,70.00,88.00,12.00,5.50
309014000,2018-02-06 23:07:00,56.41953,10.93083,2018-02-07 17:47:00,54.36611,10.14105,14.5,266.97526,70.00,88.00,12.00,5.50
309014000,2018-02-11 0:55:00,55.55799,9.73906,2018-02-11 18:20:00,54.15088,12.123,14.2,243.68136,70.00,88.00,12.00,5.50
309014000,2018-02-12 10:01:00,54.15088,12.12299,2018-02-13 17:29:00,58.13709,12.11838,15.36,479.38328,70.00,88.00,12.00,5.50
309014000,2018-02-20 7:35:00,58.13753,12.119,2018-02-20 20:15:00,56.88941,12.47964,14.52,180.28337,70.00,88.00,12.00,5.50
309014000,2018-02-23 0:18:00,56.88933,12.47943,2018-02-23 16:27:00,55.47397,10.53808,13.08,207.92458,70.00,88.00,12.00,5.50
309014000,2018-02-25 2:17:00,55.85404,12.83206,2018-02-25 22:24:00,54.36586,10.14098,16,318.03593,70.00,88.00,12.00,5.50
309014000,2018-02-27 23:37:00,54.36591,10.14024,2018-02-28 17:41:00,55.26544,11.20948,7.91,141.04533,70.00,88.00,12.00,5.50
